0.00000000	326.13639816	167.84039673
0.00100000	326.08364045	167.86898230
0.00200000	326.03018110	167.89792463
0.00300000	325.97872527	167.92764162
0.00400000	325.92616223	167.95675117
0.00500000	325.87327999	167.98561391
0.00600000	325.81923238	168.02049472
0.00700000	325.76300208	168.04487045
0.00800000	325.71457648	168.07269644
0.00900000	325.66274682	168.10438732
0.01000000	325.60996952	168.13139366
0.01100000	325.55718201	168.16057381
0.01200000	325.50347384	168.18988878
0.01300000	325.45180524	168.21922032
0.01400000	325.39914087	168.24791236
0.01500000	325.34592148	168.27736070
0.01600000	325.29313984	168.30674327
0.01700000	325.24059742	168.33599208
0.01800000	325.18753935	168.36518360
0.01900000	325.13440725	168.39443107
0.02000000	325.08108902	168.42373058
0.02100000	325.02599807	168.45320920
0.02200000	324.97449947	168.48327242
0.02300000	324.92132611	168.51496040
0.02400000	324.86608807	168.54165736
0.02500000	324.81432179	168.57197653
0.02600000	324.76326028	168.60711368
0.02700000	324.70841065	168.63271427
0.02800000	324.65719995	168.65844358
0.02900000	324.60491591	168.68781375
0.03000000	324.55177607	168.71719521
0.03100000	324.49862127	168.74677940
0.03200000	324.44546194	168.77607793
0.03300000	324.39224205	168.80571384
0.03400000	324.33863148	168.83509539
0.03500000	324.28573746	168.86524664
0.03600000	324.23106387	168.89414872
0.03700000	324.17868457	168.92353073
0.03800000	324.12398389	168.95307586
0.03900000	324.07281493	168.98387527
0.04000000	324.01929533	169.01228214
0.04100000	323.96615435	169.04240527
0.04200000	323.91262617	169.07155014
0.04300000	323.85862319	169.10081061
0.04400000	323.80341557	169.13090856
0.04500000	323.75175497	169.16374474
0.04600000	323.69694423	169.18964759
0.04700000	323.64559390	169.21941030
0.04800000	323.59229315	169.24896952
0.04900000	323.53821256	169.27884344
0.05000000	323.48515216	169.30838607
0.05100000	323.43183148	169.33787341
0.05200000	323.37830550	169.36757070
0.05300000	323.32336235	169.39735620
0.05400000	323.27059966	169.42759122
0.05500000	323.21747415	169.45670801
0.05600000	323.16381992	169.48653544
0.05700000	323.10984143	169.51646916
0.05800000	323.05607736	169.54824091
0.05900000	323.00248675	169.57618783
0.06000000	322.94870687	169.60781242
0.06100000	322.89524811	169.63733524
0.06200000	322.84143558	169.66691640
0.06300000	322.78702940	169.69514804
0.06400000	322.73309936	169.72476811
0.06500000	322.67915875	169.75490579
0.06600000	322.61912353	169.80426498
0.06700000	322.55725007	169.84907611
0.06800000	322.49129623	169.89901351
0.06900000	322.45631655	169.92886613
0.07000000	322.40958657	169.93686130
0.07100000	322.33143784	169.94832946
0.07200000	322.29319282	169.96615312
0.07300000	322.24845140	169.99472461
0.07400000	322.19459675	170.02391297
0.07500000	322.14052636	170.05400000
0.07600000	322.08632004	170.08409903
0.07700000	322.03238773	170.11395431
