1	14080.30000000
2	910.30000000
3	25172.40000000
4	19073.70000000
5	437.50000000
6	13163.30000000
7	10421.40000000
8	25176.90000000
9	22188.70000000
10	7979.20000000
11	14914.30000000
12	12011.30000000
13	3280.70000000
14	6298.20000000
15	16932.10000000
16	13095.70000000
17	7350.60000000
18	24163.30000000
19	4653.20000000
20	17844.90000000
21	4375.60000000
22	16142.50000000
23	16648.20000000
24	7900.10000000
25	17167.60000000
26	526.70000000
27	6594.30000000
28	36351.20000000
29	29748.80000000
30	12287.30000000
31	1318.00000000
32	3788.80000000
33	8169.50000000
34	5403.10000000
35	3635.30000000
36	8038.20000000
37	7723.80000000
38	14574.50000000
39	5370.00000000
40	16047.10000000
41	11269.40000000
42	13005.00000000
43	8314.00000000
44	37850.70000000
45	7848.50000000
46	7067.20000000
47	3950.30000000
48	17645.30000000
49	9046.80000000
50	45565.70000000
51	7172.40000000
52	838.00000000
53	3372.20000000
54	9690.90000000
55	10994.60000000
56	780.40000000
57	8419.00000000
58	900.00000000
59	9296.50000000
60	28739.60000000
61	18802.80000000
62	5909.80000000
63	33546.30000000
64	344.30000000
65	29572.10000000
66	39772.10000000
67	7687.00000000
68	14738.80000000
69	16860.00000000
70	8816.50000000
71	3599.80000000
72	38655.10000000
73	16699.00000000
74	4941.40000000
75	1884.50000000
76	38855.60000000
77	15382.60000000
78	2051.20000000
79	11661.90000000
80	5896.20000000
81	25225.30000000
82	5486.70000000
83	6846.40000000
84	2779.70000000
85	8389.30000000
86	23604.10000000
87	825.80000000
88	16271.30000000
89	33331.30000000
90	19450.60000000
91	8749.30000000
92	178.10000000
93	10419.20000000
94	1766.40000000
95	8127.70000000
96	8317.90000000
97	18112.00000000
98	6834.30000000
99	3535.90000000
100	899.00000000
