1	1645.10000000
2	24.90000000
3	367.10000000
4	1317.50000000
5	98.60000000
6	1963.60000000
7	1013.40000000
8	337.20000000
9	785.00000000
10	512.30000000
11	2649.70000000
12	593.40000000
13	105.80000000
14	155.20000000
15	325.70000000
16	1049.10000000
17	1123.00000000
18	177.70000000
19	638.10000000
20	677.40000000
21	1431.80000000
22	1077.40000000
23	135.00000000
24	212.00000000
25	970.90000000
26	2481.00000000
27	550.40000000
28	1335.80000000
29	602.00000000
30	302.60000000
31	74.50000000
32	1069.10000000
33	2382.70000000
34	269.70000000
35	842.20000000
36	300.90000000
37	3670.00000000
38	2747.50000000
39	418.60000000
40	922.10000000
41	596.10000000
42	1319.70000000
43	1672.20000000
44	1309.00000000
45	125.50000000
46	952.70000000
47	40.90000000
48	977.20000000
49	663.50000000
50	759.10000000
51	2397.90000000
52	157.40000000
53	769.20000000
54	748.90000000
55	440.30000000
56	1419.70000000
57	812.50000000
58	467.90000000
59	1376.00000000
60	1649.60000000
61	855.40000000
62	91.30000000
63	716.30000000
64	1559.00000000
65	241.70000000
66	4784.90000000
67	146.90000000
68	1158.50000000
69	74.20000000
70	157.20000000
71	468.70000000
72	1742.00000000
73	2521.40000000
74	2221.40000000
75	38.20000000
76	24.10000000
77	926.20000000
78	1695.50000000
79	863.80000000
80	504.60000000
81	3087.40000000
82	46.10000000
83	69.10000000
84	608.00000000
85	41.50000000
86	1826.60000000
87	3915.10000000
88	865.00000000
89	795.00000000
90	454.90000000
91	710.50000000
92	3385.00000000
93	827.30000000
94	2842.50000000
95	1207.50000000
96	563.60000000
97	675.80000000
98	239.90000000
99	896.00000000
100	1085.00000000
