0.1	0.803659	1.030701
0.3	0.810744	1.013608
0.5	0.81449	1.003071
0.7	0.818213	0.992617
0.9	0.822003	0.982078
1.1	0.825878	0.971426
1.3	0.829846	0.960646
1.5	0.833919	0.949725
1.7	0.838104	0.938653
1.9	0.842501	0.927259
2.1	0.847002	0.915746
2.3	0.851677	0.903994
2.5	0.856551	0.891969
2.7	0.861654	0.879629
2.9	0.867023	0.866925
3.1	0.872705	0.853792
3.3	0.878762	0.840145
3.5	0.885274	0.825874
3.7	0.892352	0.810827
3.9	0.900149	0.794792
4.1	0.909274	0.776923
4.3	0.919863	0.757043
4.5	0.933335	0.733191
4.7	0.95535	0.697556
