a1
0.10000000	8.23510028	218.16195381	171.32821821	201.11909728
0.20000000	5.45676638	133.78485277	200.63441541	122.32954451
0.30000000	6.39115304	165.74101034	187.72033819	151.89517693
0.40000000	19.13209906	242.28327017	216.71489275	238.06343130
0.50000000	10.15080637	94.29954643	272.09086327	93.07199785
0.60000000	19.99545402	189.72239131	260.06105600	191.32336808
0.70000000	16.92598521	219.01494148	217.39256186	214.15798737
0.80000000	17.98455773	190.12493712	244.21257784	189.46336253
0.90000000	12.15869618	119.02854762	260.35956920	117.66236769
1.00000000	12.87145582	182.03540883	215.05624960	175.51698538
