0.000000	0.012264	1.456070	0.035948
1.000000	0.035948	1.460176	0.058603
2.000000	0.058603	1.451013	0.081137
3.000000	0.081137	1.441541	0.103738
4.000000	0.103738	1.432202	0.126411
5.000000	0.126411	1.423050	0.149139
6.000000	0.149139	1.414043	0.171910
7.000000	0.171910	1.405162	0.194708
8.000000	0.194708	1.396357	0.217516
9.000000	0.217516	1.387572	0.240319
10.000000	0.240319	1.378781	0.263109
11.000000	0.263109	1.369941	0.285871
12.000000	0.285871	1.361018	0.308592
13.000000	0.308592	1.351975	0.331257
14.000000	0.331257	1.342787	0.353853
15.000000	0.353853	1.333427	0.376379
16.000000	0.376379	1.323868	0.398809
17.000000	0.398809	1.314093	0.421145
18.000000	0.421145	1.304076	0.443361
19.000000	0.443361	1.293799	0.465452
20.000000	0.465452	1.283243	0.487403
21.000000	0.487403	1.272398	0.509204
22.000000	0.509204	1.261241	0.530829
23.000000	0.530829	1.249760	0.552272
24.000000	0.552272	1.237930	0.573509
25.000000	0.573509	1.225731	0.594516
26.000000	0.594516	1.213148	0.615273
27.000000	0.615273	1.200155	0.635751
28.000000	0.635751	1.186726	0.655917
29.000000	0.655917	1.172833	0.675730
30.000000	0.675730	1.158442	0.695142
31.000000	0.695142	1.143514	0.714086
32.000000	0.714086	1.127996	0.732470
33.000000	0.732470	1.111823	0.750172
34.000000	0.750172	1.094903	0.767007
35.000000	0.767007	1.077120	0.782711
36.000000	0.782711	1.058331	0.796914
37.000000	0.796914	1.038384	0.809148
38.000000	0.809148	1.017173	0.818933
39.000000	0.818933	0.994729	0.825950
40.000000	0.825950	0.971274	0.000000
